iter	Logloss
349	0.5618959908
350	0.5617075299
351	0.5615270812
352	0.5612603815
353	0.5608705352
354	0.5606342312
355	0.5602826162
356	0.560134815
357	0.5599589361
358	0.5596993876
359	0.5594802158
360	0.5591238115
361	0.5588701362
362	0.5586673265
363	0.5583854543
364	0.5580981022
365	0.5578592669
366	0.5577766659
367	0.5574673849
368	0.5570718177
369	0.5567797655
370	0.5563584418
371	0.556084242
372	0.5558029295
373	0.5554551656
374	0.5551651879
375	0.554875708
376	0.5545694606
377	0.5542244291
378	0.5540109033
379	0.5537208306
380	0.553336387
381	0.5531881788
382	0.5526834508
383	0.5525306422
384	0.552094663
385	0.5519651908
386	0.5516304893
387	0.5512657998
388	0.5509719983
389	0.5508456442
390	0.5505958571
391	0.5502699381
392	0.5500665955
393	0.5499079419
394	0.5497468262
395	0.5494312472
396	0.5491981279
397	0.5489314353
398	0.548685924
399	0.5483358274
400	0.5479125918
401	0.5476502473
402	0.5474947595
403	0.5473990373
404	0.5471631608
405	0.5469141033
406	0.5464718461
407	0.5462406885
408	0.5459370703
409	0.5458278421
410	0.5454878538
411	0.5452717952
412	0.5449626057
413	0.5447131583
414	0.544477286
415	0.5443139091
416	0.5440937805
417	0.5436965607
418	0.5433249839
419	0.5431501343
420	0.5426732307
421	0.5423044177
422	0.5420293621
423	0.5417938244
424	0.5415115883
425	0.5412838944
426	0.540948683
427	0.5406765119
428	0.5404127694
429	0.5400592945
430	0.53974216
431	0.5395609462
432	0.5393903423
433	0.539086051
434	0.5387951007
435	0.53859263
436	0.5383683889
437	0.5381274031
438	0.5378442067
439	0.5375993767
440	0.5373114529
441	0.5370257806
442	0.536665353
443	0.5361709986
444	0.5359724061
445	0.535620326
446	0.5352723584
447	0.5350434042
448	0.5349062785
449	0.5345696471
450	0.5342658213
451	0.5340067619
452	0.5336999659
453	0.5335184506
454	0.5333883768
455	0.5331671068
456	0.5327401891
457	0.5325668736
458	0.5323857634
459	0.5320325732
460	0.531809132
461	0.5315699143
462	0.5313069072
463	0.5311740985
464	0.5308135246
465	0.5303723758
466	0.5300956643
467	0.5298555195
468	0.5296750385
469	0.5293441562
470	0.5289547817
471	0.5284375355
472	0.5281251547
473	0.5278124271
474	0.5275770076
475	0.5274439335
476	0.5270823409
477	0.5268954829
478	0.5266269194
479	0.5264726577
480	0.5261601021
481	0.5260091863
482	0.5257561552
483	0.5254959113
484	0.5252725612
485	0.5251004078
486	0.524828666
487	0.5246001375
488	0.5243147987
489	0.5240244366
490	0.5237534439
491	0.5235186123
492	0.5232646252
493	0.5229244882
494	0.5226415429
495	0.522547503
496	0.5221005355
497	0.5218575122
498	0.5217308519
499	0.5215030717
500	0.5212050038
501	0.5210133621
502	0.5206431532
503	0.5202911938
504	0.5197892932
505	0.5195246139
506	0.519383961
507	0.5193085597
508	0.5191367719
509	0.5187688958
510	0.518412557
511	0.5182430731
512	0.5178966215
513	0.517679669
514	0.5173060475
515	0.5171481006
516	0.5169321602
517	0.5168239427
518	0.5165664162
519	0.5164118062
520	0.5160987397
521	0.5158671397
522	0.515433879
523	0.5149509516
524	0.5147357472
525	0.514393053
526	0.5141002922
527	0.5138573247
528	0.5135722378
529	0.5133098942
530	0.5129691091
531	0.5126522381
532	0.512406673
533	0.5118902169
534	0.5117267528
535	0.5114001588
536	0.5112538247
537	0.511057816
538	0.5107777887
539	0.5106135931
540	0.5104618531
541	0.5102008601
542	0.5099595692
543	0.5098458757
544	0.5096820475
545	0.509337611
546	0.5091856307
547	0.5090179864
548	0.5088371484
549	0.5086959103
550	0.5085637306
551	0.5084325961
552	0.5082369044
553	0.508064749
554	0.5078863796
555	0.5077049763
556	0.5073057494
557	0.5071202853
558	0.5069738448
559	0.5067079259
560	0.5063632152
561	0.5060866636
562	0.5058612634
563	0.5057186783
564	0.5054239494
565	0.5051277039
566	0.5049147577
567	0.5046028798
568	0.5043366594
569	0.5041491701
570	0.5040449806
571	0.503667822
572	0.50332127
573	0.5030735792
574	0.5027980223
575	0.5025599882
576	0.502398338
577	0.5022537153
578	0.5020310701
579	0.5018457868
580	0.5016963256
581	0.5015312898
582	0.5013353556
583	0.5009515653
584	0.5007992918
585	0.5006811462
586	0.5003604833
587	0.5001024746
588	0.4998887519
589	0.4996308188
590	0.4993747118
591	0.4992024582
592	0.4991159805
593	0.4987874842
594	0.4985037948
595	0.4983807309
596	0.4978902416
597	0.4976207841
598	0.4973238195
599	0.4971030551
600	0.4969524529
601	0.496814816
602	0.4964091223
603	0.4961653007
604	0.4959806189
605	0.4955966182
606	0.4953349808
607	0.4951711285
608	0.4949038761
609	0.4947555693
610	0.4944798337
611	0.494212694
612	0.4940269869
613	0.4938476547
614	0.4936007119
615	0.4933829032
616	0.4932755985
617	0.4931192421
618	0.4929817905
619	0.4928091505
620	0.4926419923
621	0.4923386959
622	0.4920538947
623	0.4917156027
624	0.4915583871
625	0.4913323783
626	0.4911595239
627	0.491009829
628	0.4905907137
629	0.4902502905
630	0.4900715906
631	0.4898538525
632	0.4895929707
633	0.4895005146
634	0.4893246252
635	0.4890127453
636	0.4887838748
637	0.4886249058
638	0.4883427296
639	0.4879460756
640	0.4875836382
641	0.4873846053
642	0.4870563672
643	0.4869037713
644	0.4866771307
645	0.4864210242
646	0.4863211784
647	0.486144964
648	0.4858042064
649	0.4855287156
650	0.4852054204
651	0.4849036204
652	0.4846658509
653	0.484472037
654	0.4839298393
655	0.4835755417
656	0.4833409881
657	0.4831362826
658	0.4828845228
659	0.4826961508
660	0.4823172316
661	0.482116134
662	0.4818425901
663	0.4816862592
664	0.4815118744
665	0.4812279286
666	0.4810140452
667	0.4807383372
668	0.4804226292
669	0.480172322
670	0.4799756874
671	0.4798564062
672	0.4795206878
673	0.4792348286
674	0.478912703
675	0.4786354614
676	0.4783503909
677	0.4780421566
678	0.4778988095
679	0.4776614452
680	0.4774675324
681	0.4770197504
682	0.4767900082
683	0.4765797579
684	0.4764581577
685	0.4760723545
686	0.4759714411
687	0.4758421707
688	0.4756270003
689	0.4754032447
690	0.4751101117
691	0.4746416655
692	0.4742900173
693	0.4738602532
694	0.4735093704
695	0.4731787883
696	0.4730365223
697	0.4728177548
698	0.472516265
699	0.4721849482
700	0.4719676246
701	0.4718494082
702	0.4717322431
703	0.4714446758
704	0.4712310818
705	0.4710379948
706	0.4708356536
707	0.4706989545
708	0.4704844611
709	0.4702761514
710	0.4701179176
711	0.4699440528
712	0.4697014367
713	0.4694798228
714	0.4693412957
715	0.469092876
716	0.4687803199
717	0.4683713076
718	0.4682116726
719	0.4680646657
720	0.4676737913
721	0.4675249275
722	0.467281675
723	0.4671584979
724	0.4669582224
725	0.4667684978
726	0.4666220164
727	0.4664302127
728	0.4661905239
729	0.4660181327
730	0.4657891468
731	0.465680424
732	0.4653528061
733	0.4650670548
734	0.4647636036
735	0.4646766101
736	0.4643554201
737	0.4641249646
738	0.4638719544
739	0.4633871353
740	0.4630276347
741	0.4627022915
742	0.4625470076
743	0.4623006574
744	0.4620704973
745	0.4618327241
746	0.4616020148
747	0.4611971647
748	0.4606470667
749	0.4601388961
750	0.4598259659
751	0.4596489055
752	0.4595124553
753	0.4594228709
754	0.4592266581
755	0.4589444277
756	0.4587253157
757	0.4585071441
758	0.4583053897
759	0.4579492922
760	0.457712323
761	0.4574943873
762	0.4572518158
763	0.4569825988
764	0.4565047465
765	0.4562859713
766	0.4559875148
767	0.4557513847
768	0.4553661039
769	0.4549493078
770	0.4545421386
771	0.4542677327
772	0.4540813728
773	0.4538041742
774	0.4536119402
775	0.4533756578
776	0.4530727186
777	0.4526354382
778	0.4522832154
779	0.4521227571
780	0.4518392849
781	0.4516627706
782	0.4514425425
783	0.4512108435
784	0.4509536645
785	0.4506847818
786	0.4504060302
787	0.4500957327
788	0.4497697179
789	0.4494509814
790	0.4491891116
791	0.4486980303
792	0.4485016386
793	0.4483073044
794	0.4480676142
795	0.4478280786
796	0.4475190853
797	0.4471855843
798	0.4467428622
799	0.4464231317
800	0.4460795504
801	0.4459015988
802	0.4457085957
803	0.4455314514
804	0.4451953229
805	0.444885194
806	0.4446806993
807	0.4442667292
808	0.4440014656
809	0.4436344142
810	0.443548272
811	0.4432835955
812	0.4430935277
813	0.4429296528
814	0.442653273
815	0.442467297
816	0.4423330827
817	0.4421817792
818	0.4418739754
819	0.441739095
820	0.4414736218
821	0.4411476454
822	0.440842051
823	0.4407448364
824	0.4405925616
825	0.4402784243
826	0.4400424549
827	0.4398574396
828	0.4393944965
829	0.4391358126
830	0.4387737299
831	0.4385132029
832	0.4381477894
833	0.438021631
834	0.4378368923
835	0.437557041
836	0.437213386
837	0.4370236556
838	0.43664724
839	0.4364634457
840	0.43611283
841	0.4358826793
842	0.4357018447
843	0.4353658559
844	0.435166768
845	0.4350204503
846	0.4348675585
847	0.4346778707
848	0.4344360061
849	0.4342392116
850	0.4339489698
851	0.433736024
852	0.4334247359
853	0.43307678
854	0.4329096963
855	0.4326280639
856	0.4323585289
857	0.4322932256
858	0.4321053628
859	0.4318215741
860	0.4316444554
861	0.431270777
862	0.4310269607
863	0.4308271984
864	0.4306318295
865	0.4303270119
866	0.4299786592
867	0.4297274682
868	0.4295011199
869	0.4291431019
870	0.4287840857
871	0.4286457583
872	0.4283496418
873	0.4280492384
874	0.4277685602
875	0.4274794158
876	0.4272926835
877	0.4268851265
878	0.4264188228
879	0.4261463749
880	0.4260395433
881	0.4257246759
882	0.4254699499
883	0.4253372019
884	0.4251013889
885	0.4248748486
886	0.4245509345
887	0.4242976859
888	0.4241566002
889	0.4237676776
890	0.4235257066
891	0.4231657076
892	0.422976615
893	0.4225254725
894	0.4222385813
895	0.4219403524
896	0.4216989784
897	0.4215236183
898	0.421304983
899	0.4212107029
900	0.4211271415
901	0.4209384985
902	0.4206158004
903	0.420323335
904	0.4199590589
905	0.419587028
906	0.4192395802
907	0.4188683139
908	0.4186491439
909	0.4183554853
910	0.4181367837
911	0.4178791032
912	0.4175339989
913	0.4173425772
914	0.4170837705
915	0.4169090948
916	0.4166692863
917	0.4163402452
918	0.4160026881
919	0.4158264768
920	0.4154834669
921	0.4152280918
922	0.4149481677
923	0.4146829486
924	0.414572107
925	0.4144064131
926	0.414149614
927	0.4139218761
928	0.4136830116
929	0.4135724229
930	0.4134779293
931	0.4132797268
932	0.4130701819
933	0.4127985537
934	0.4125668336
935	0.4121688792
936	0.4119462412
937	0.4118096856
938	0.4116398727
939	0.4115115538
940	0.4112752237
941	0.4109147521
942	0.4107881588
943	0.4106527707
944	0.4104951415
945	0.4103403443
946	0.4101571871
947	0.4099466814
948	0.4096205524
949	0.4094562504
950	0.4090827838
951	0.4087554467
952	0.4083773539
953	0.4081824048
954	0.4079663862
955	0.407673549
956	0.4073212321
957	0.4071677171
958	0.406912626
959	0.4067096542
960	0.4062574776
961	0.4060940723
962	0.4059416098
963	0.4056619419
964	0.4053855341
965	0.4051367621
966	0.404890496
967	0.4046458915
968	0.4043173456
969	0.4042289697
970	0.4040342156
971	0.4036874813
972	0.4035080165
973	0.4033049819
974	0.4029334219
975	0.402565488
976	0.4023450714
977	0.4021446026
978	0.4018130746
979	0.4014189381
980	0.4011251653
981	0.4009296101
982	0.400733697
983	0.4004222596
984	0.4001143963
985	0.4000259038
986	0.3998443179
987	0.3996415419
988	0.3994593784
989	0.3992723871
990	0.3988160596
991	0.3984870972
992	0.3981775486
993	0.3980585721
994	0.397929489
995	0.3976000607
996	0.3973432212
997	0.3970593339
998	0.3968174824
999	0.3965340168
